user_id,signup_date,acquisition_channel,country
U00797,2024-04-20,organic,IN
U00798,2024-04-02,social,IN
U00799,2024-06-11,referral,IN
U00800,2024-04-27,organic,SG
U00801,2024-02-09,paid_ads,AE
U00802,2024-04-21,referral,IN
U00803,2024-02-15,organic,IN
U00804,2024-05-13,referral,SG
U00805,2024-06-15,organic,IN
U00806,2024-03-10,organic,IN
U00807,2024-06-06,referral,US
U00808,2024-05-17,social,IN
U00809,2024-05-03,social,IN
U00810,2024-04-29,referral,AE
U00811,2024-04-21,social,US
U00812,2024-05-31,social,IN
U00813,2024-03-09,referral,IN
U00814,2024-03-23,organic,IN
U00815,2024-03-03,social,AE
U00816,2024-01-23,referral,US
U00817,2024-03-12,referral,US
U00818,2024-04-25,referral,AE
U00819,2024-03-03,paid_ads,IN
U00820,2024-04-28,social,IN
U00821,2024-05-25,referral,IN
U00822,2024-06-05,paid_ads,AE
U00823,2024-06-20,referral,US
U00824,2024-04-07,social,IN
U00825,2024-03-27,referral,US
U00826,2024-01-08,organic,IN
U00827,2024-05-06,organic,IN
U00828,2024-03-24,organic,US
U00829,2024-02-16,referral,US
U00830,2024-05-04,organic,US
U00831,2024-02-24,organic,SG
U00832,2024-03-31,referral,IN
U00833,2024-03-07,paid_ads,IN
U00834,2024-03-28,organic,AE
U00835,2024-03-12,organic,IN
U00836,2024-06-01,referral,IN
U00837,2024-06-28,paid_ads,IN
U00838,2024-03-11,referral,US
U00839,2024-05-22,paid_ads,IN
U00840,2024-01-03,organic,IN
U00841,2024-05-12,paid_ads,IN
U00842,2024-02-18,paid_ads,IN
U00843,2024-01-22,referral,SG
U00844,2024-03-02,paid_ads,US
U00845,2024-04-14,referral,IN
U00846,2024-05-05,organic,SG
U00847,2024-05-22,social,IN
U00848,2024-03-02,referral,AE
U00849,2024-06-25,organic,AE
U00850,2024-05-01,paid_ads,IN
U00851,2024-06-14,paid_ads,IN
U00852,2024-05-05,paid_ads,SG
U00853,2024-04-24,organic,SG
U00854,2024-01-05,organic,AE
U00855,2024-01-24,paid_ads,IN
U00856,2024-03-16,referral,SG
U00857,2024-02-26,paid_ads,US
U00858,2024-04-13,paid_ads,IN
U00859,2024-06-26,paid_ads,IN
U00860,2024-03-03,organic,SG
U00861,2024-03-19,paid_ads,IN
U00862,2024-06-18,referral,IN
U00863,2024-05-28,organic,US
U00864,2024-04-04,organic,IN
U00865,2024-05-01,organic,IN
U00866,2024-05-21,organic,IN
U00867,2024-05-15,organic,IN
U00868,2024-03-29,referral,IN
U00869,2024-04-18,referral,IN
U00870,2024-05-20,paid_ads,AE
U00871,2024-03-25,referral,SG
U00872,2024-03-31,organic,IN
U00873,2024-06-28,organic,AE
U00874,2024-04-26,social,AE
U00875,2024-03-10,organic,IN
U00876,2024-03-19,social,IN
U00877,2024-03-05,organic,US
U00878,2024-02-29,organic,AE
U00879,2024-01-31,referral,AE
U00880,2024-02-19,organic,US
U00881,2024-03-21,organic,IN
U00882,2024-01-31,organic,IN
U00883,2024-05-17,organic,SG
U00884,2024-06-25,referral,IN
U00885,2024-02-17,paid_ads,IN
U00886,2024-02-19,referral,IN
U00887,2024-02-25,referral,IN
U00888,2024-05-03,paid_ads,IN
U00889,2024-03-11,organic,IN
U00890,2024-05-30,organic,IN
U00891,2024-05-14,paid_ads,IN
U00892,2024-06-01,organic,US
U00893,2024-03-13,organic,SG
U00894,2024-01-26,referral,IN
U00895,2024-02-19,referral,US
U00896,2024-03-16,organic,IN
U00897,2024-02-28,social,IN
U00898,2024-04-02,organic,IN
U00899,2024-02-15,referral,IN
U00900,2024-03-18,organic,IN
U00901,2024-01-04,social,IN
U00902,2024-05-16,paid_ads,US
U00903,2024-02-02,referral,SG
U00904,2024-03-11,social,AE
U00905,2024-01-12,organic,SG
U00906,2024-01-14,social,US
U00907,2024-05-21,organic,US
U00908,2024-03-15,paid_ads,US
U00909,2024-06-27,organic,US
U00910,2024-02-02,paid_ads,IN
U00911,2024-06-12,organic,SG
U00912,2024-05-05,referral,IN
U00913,2024-01-27,social,IN
U00914,2024-01-04,social,IN
U00915,2024-05-26,organic,IN
U00916,2024-03-13,paid_ads,IN
U00917,2024-04-30,paid_ads,IN
U00918,2024-05-02,referral,IN
U00919,2024-04-22,organic,US
U00920,2024-03-28,referral,US
U00921,2024-02-17,organic,IN
U00922,2024-01-14,referral,IN
U00923,2024-03-05,organic,IN
U00924,2024-05-02,paid_ads,SG
U00925,2024-01-30,social,US
U00926,2024-01-17,organic,IN
U00927,2024-04-12,referral,IN
U00928,2024-05-05,organic,IN
U00929,2024-01-19,paid_ads,AE
U00930,2024-05-27,referral,IN
U00931,2024-06-10,referral,US
U00932,2024-06-24,organic,US
U00933,2024-01-14,social,IN
U00934,2024-02-08,referral,IN
U00935,2024-02-08,paid_ads,IN
U00936,2024-05-24,paid_ads,SG
U00937,2024-03-18,organic,IN
U00938,2024-01-22,paid_ads,IN
U00939,2024-03-04,organic,IN
U00940,2024-01-31,referral,IN
U00941,2024-05-22,paid_ads,IN
U00942,2024-04-16,organic,SG
U00943,2024-06-04,social,IN
U00944,2024-06-01,paid_ads,IN
U00945,2024-06-07,organic,IN
U00946,2024-02-27,referral,AE
U00947,2024-05-13,organic,IN
U00948,2024-04-07,referral,US
U00949,2024-04-25,organic,AE
U00950,2024-04-23,referral,SG
U00951,2024-03-17,organic,AE
U00952,2024-05-30,referral,IN
U00953,2024-04-19,paid_ads,IN
U00954,2024-03-19,organic,SG
U00955,2024-05-25,social,IN
U00956,2024-06-07,paid_ads,AE
U00957,2024-01-16,organic,AE
U00958,2024-06-05,referral,SG
U00959,2024-01-26,paid_ads,IN
U00960,2024-02-23,organic,IN
U00961,2024-06-09,organic,SG
U00962,2024-02-24,paid_ads,SG
U00963,2024-03-08,referral,SG
U00964,2024-06-18,referral,US
U00965,2024-01-21,referral,IN
U00966,2024-02-10,referral,US
U00967,2024-03-02,referral,IN
U00968,2024-02-14,organic,AE
U00969,2024-05-21,referral,IN
U00970,2024-01-20,social,IN
U00971,2024-02-10,referral,IN
U00972,2024-01-01,social,IN
U00973,2024-04-14,organic,US
U00974,2024-04-25,referral,SG
U00975,2024-06-25,referral,IN
U00976,2024-06-01,paid_ads,US
U00977,2024-04-30,referral,AE
U00978,2024-03-15,referral,US
U00979,2024-01-09,paid_ads,IN
U00980,2024-02-29,referral,IN
U00981,2024-03-14,paid_ads,IN
U00982,2024-06-29,social,US
U00983,2024-03-13,paid_ads,AE
U00984,2024-06-28,referral,AE
U00985,2024-04-26,paid_ads,US
U00986,2024-01-19,organic,US
U00987,2024-06-24,organic,US
U00988,2024-02-29,social,IN
U00989,2024-03-08,paid_ads,IN
U00990,2024-06-09,organic,IN
U00991,2024-05-30,paid_ads,IN
U00992,2024-06-18,paid_ads,SG
U00993,2024-02-20,organic,IN
U00994,2024-04-18,organic,IN
U00995,2024-01-30,referral,SG
U00996,2024-05-19,organic,SG
U00997,2024-02-27,organic,IN
U00998,2024-06-14,paid_ads,SG
U00999,2024-02-08,organic,IN
U01000,2024-03-09,social,US
U01001,2024-02-06,organic,AE
U01002,2024-01-19,organic,US
U01003,2024-01-16,organic,IN
U01004,2024-02-12,organic,IN
U01005,2024-03-19,organic,IN
U01006,2024-06-01,paid_ads,US
U01007,2024-05-25,referral,IN
U01008,2024-03-14,referral,IN
U01009,2024-04-22,paid_ads,IN
U01010,2024-02-01,referral,IN
U01011,2024-04-29,organic,SG
U01012,2024-06-25,organic,SG
U01013,2024-03-18,paid_ads,US
U01014,2024-06-28,organic,IN
U01015,2024-04-13,social,AE
U01016,2024-03-10,paid_ads,SG
U01017,2024-05-08,social,US
U01018,2024-05-18,paid_ads,SG
U01019,2024-05-06,referral,IN
U01020,2024-04-22,paid_ads,IN
U01021,2024-01-21,referral,AE
U01022,2024-06-02,paid_ads,IN
U01023,2024-01-11,social,IN
U01024,2024-04-20,paid_ads,US
U01025,2024-03-23,paid_ads,IN
U01026,2024-06-03,organic,IN
U01027,2024-03-05,paid_ads,IN
U01028,2024-01-07,referral,IN
U01029,2024-01-24,paid_ads,US
U01030,2024-02-28,paid_ads,AE
U01031,2024-06-21,organic,US
U01032,2024-05-27,organic,IN
U01033,2024-05-30,referral,IN
U01034,2024-01-06,organic,IN
U01035,2024-06-21,organic,IN
U01036,2024-03-09,referral,IN
U01037,2024-05-27,organic,IN
U01038,2024-01-11,paid_ads,IN
U01039,2024-02-14,referral,IN
U01040,2024-04-30,social,US
U01041,2024-05-12,referral,IN
U01042,2024-06-15,referral,IN
U01043,2024-04-23,paid_ads,US
U01044,2024-03-12,paid_ads,IN
U01045,2024-02-16,referral,IN
U01046,2024-05-29,paid_ads,IN
U01047,2024-04-21,paid_ads,IN
U01048,2024-06-11,referral,IN
U01049,2024-05-05,organic,IN
U01050,2024-01-24,paid_ads,IN
U01051,2024-04-30,referral,IN
U01052,2024-03-30,referral,IN
U01053,2024-04-14,paid_ads,AE
U01054,2024-03-26,referral,IN
U01055,2024-03-23,referral,IN
U01056,2024-06-20,social,IN
U01057,2024-01-27,social,IN
U01058,2024-02-11,referral,US
U01059,2024-03-25,social,US
U01060,2024-04-15,paid_ads,IN
U01061,2024-06-26,referral,IN
U01062,2024-05-06,paid_ads,IN
U01063,2024-03-14,paid_ads,IN
U01064,2024-06-18,organic,IN
U01065,2024-04-12,organic,AE
U01066,2024-05-20,referral,US
U01067,2024-01-10,referral,IN
U01068,2024-04-26,referral,US
U01069,2024-01-23,paid_ads,IN
U01070,2024-03-21,referral,AE
U01071,2024-03-05,referral,US
U01072,2024-03-23,social,IN
U01073,2024-01-30,organic,IN
U01074,2024-04-13,organic,IN
U01075,2024-05-11,organic,SG
U01076,2024-01-01,organic,US
U01077,2024-06-17,organic,IN
U01078,2024-05-18,social,IN
U01079,2024-04-28,organic,IN
U01080,2024-04-15,social,US
U01081,2024-01-14,organic,SG
U01082,2024-02-18,organic,IN
U01083,2024-05-12,paid_ads,IN
U01084,2024-04-02,social,IN
U01085,2024-06-08,paid_ads,AE
U01086,2024-05-07,social,US
U01087,2024-06-09,referral,SG
U01088,2024-04-23,referral,AE
U01089,2024-01-14,referral,US
U01090,2024-02-22,organic,IN
U01091,2024-03-09,referral,US
U01092,2024-05-20,organic,IN
U01093,2024-02-03,organic,IN
U01094,2024-03-14,social,IN
U01095,2024-04-22,organic,AE
U01096,2024-06-27,organic,US
U01097,2024-05-04,organic,IN
U01098,2024-02-01,referral,IN
U01099,2024-01-08,referral,AE
U01100,2024-06-10,organic,AE
U01101,2024-06-04,organic,IN
U01102,2024-03-02,organic,SG
U01103,2024-02-10,referral,IN
U01104,2024-03-20,referral,IN
U01105,2024-05-21,social,IN
U01106,2024-01-04,paid_ads,IN
U01107,2024-05-21,paid_ads,AE
U01108,2024-04-14,organic,IN
U01109,2024-01-24,paid_ads,IN
U01110,2024-02-27,organic,IN
U01111,2024-01-30,paid_ads,US
U01112,2024-04-28,referral,IN
U01113,2024-01-31,paid_ads,IN
U01114,2024-06-14,social,US
U01115,2024-02-09,organic,SG
U01116,2024-05-07,social,SG
U01117,2024-03-15,referral,IN
U01118,2024-05-10,social,SG
U01119,2024-06-29,organic,IN
U01120,2024-03-10,paid_ads,IN
U01121,2024-04-16,paid_ads,IN
U01122,2024-05-03,paid_ads,US
U01123,2024-04-30,social,US
U01124,2024-03-03,paid_ads,IN
U01125,2024-04-26,paid_ads,IN
U01126,2024-05-21,organic,SG
U01127,2024-02-07,referral,IN
U01128,2024-04-08,organic,IN
U01129,2024-02-18,referral,US
U01130,2024-06-02,organic,US
U01131,2024-05-10,paid_ads,AE
U01132,2024-02-04,organic,SG
U01133,2024-01-18,paid_ads,IN
U01134,2024-03-11,social,IN
U01135,2024-04-16,social,US
U01136,2024-03-28,paid_ads,US
U01137,2024-05-09,referral,IN
U01138,2024-03-09,organic,IN
U01139,2024-01-01,referral,IN
U01140,2024-03-13,paid_ads,AE
U01141,2024-03-17,organic,IN
U01142,2024-05-30,organic,IN
U01143,2024-05-28,referral,US
U01144,2024-06-17,paid_ads,US
U01145,2024-05-05,referral,IN
U01146,2024-02-08,organic,IN
U01147,2024-04-24,referral,IN
U01148,2024-05-17,referral,AE
U01149,2024-05-03,paid_ads,IN
U01150,2024-03-29,paid_ads,IN
U01151,2024-03-26,referral,IN
U01152,2024-05-21,organic,US
U01153,2024-05-19,referral,US
U01154,2024-04-06,referral,AE
U01155,2024-04-26,referral,AE
U01156,2024-03-23,social,AE
U01157,2024-02-18,referral,IN
U01158,2024-06-27,organic,AE
U01159,2024-03-02,organic,IN
U01160,2024-05-26,referral,IN
U01161,2024-04-08,paid_ads,US
U01162,2024-02-29,referral,AE
U01163,2024-04-15,organic,IN
U01164,2024-01-12,referral,IN
U01165,2024-03-22,referral,US
U01166,2024-05-01,organic,SG
U01167,2024-06-29,organic,SG
U01168,2024-04-07,paid_ads,IN
U01169,2024-04-08,paid_ads,SG
U01170,2024-06-18,organic,US
U01171,2024-06-15,organic,SG
U01172,2024-02-08,paid_ads,IN
U01173,2024-05-06,paid_ads,IN
U01174,2024-01-10,paid_ads,IN
U01175,2024-02-02,referral,AE
U01176,2024-05-08,social,IN
U01177,2024-05-31,organic,US
U01178,2024-03-25,paid_ads,US
U01179,2024-01-26,organic,IN
U01180,2024-04-22,paid_ads,US
U01181,2024-01-26,organic,IN
U01182,2024-05-14,paid_ads,IN
U01183,2024-04-26,organic,IN
U01184,2024-01-04,paid_ads,IN
U01185,2024-02-06,organic,IN
U01186,2024-04-14,paid_ads,IN
U01187,2024-06-16,organic,SG
U01188,2024-02-09,organic,IN
U01189,2024-01-20,paid_ads,IN
U01190,2024-04-30,organic,IN
U01191,2024-03-08,referral,IN
U01192,2024-03-27,organic,SG
U01193,2024-06-08,paid_ads,IN
U01194,2024-06-26,organic,IN
U01195,2024-04-11,referral,AE
U01196,2024-06-15,paid_ads,SG
U01197,2024-01-21,referral,US
U01198,2024-03-25,paid_ads,AE
U01199,2024-06-21,social,US
U01200,2024-05-16,paid_ads,AE
U01201,2024-04-07,paid_ads,SG
U01202,2024-03-22,referral,IN
U01203,2024-06-09,social,SG
U01204,2024-05-04,referral,IN
U01205,2024-05-18,organic,AE
U01206,2024-01-10,organic,IN
U01207,2024-06-07,organic,IN
U01208,2024-01-18,paid_ads,AE
U01209,2024-03-01,organic,IN
U01210,2024-06-10,referral,US
U01211,2024-06-24,social,IN
U01212,2024-03-14,organic,IN
U01213,2024-02-28,paid_ads,AE
U01214,2024-01-24,paid_ads,AE
U01215,2024-04-21,social,AE
U01216,2024-01-26,referral,US
U01217,2024-06-11,organic,IN
U01218,2024-06-29,organic,IN
U01219,2024-01-26,social,AE
U01220,2024-04-23,referral,SG
U01221,2024-02-12,social,IN
U01222,2024-06-26,referral,SG
U01223,2024-03-17,paid_ads,IN
U01224,2024-01-08,social,IN
U01225,2024-01-12,referral,IN
U01226,2024-03-24,referral,IN
U01227,2024-01-15,organic,IN
U01228,2024-03-16,organic,AE
U01229,2024-04-01,social,IN
U01230,2024-04-05,referral,IN
U01231,2024-04-20,paid_ads,SG
U01232,2024-02-07,organic,SG
U01233,2024-03-03,social,IN
U01234,2024-05-15,organic,US
U01235,2024-04-15,referral,US
U01236,2024-05-24,paid_ads,US
U01237,2024-06-23,organic,US
U01238,2024-02-16,paid_ads,IN
U01239,2024-02-13,referral,IN
U01240,2024-02-14,organic,IN
U01241,2024-01-21,social,AE
U01242,2024-06-05,social,IN
U01243,2024-04-07,organic,AE
U01244,2024-06-07,organic,IN
U01245,2024-06-23,organic,SG
U01246,2024-03-02,referral,IN
U01247,2024-05-07,social,IN
U01248,2024-05-29,social,AE
U01249,2024-02-06,social,SG
U01250,2024-02-29,social,US
U01251,2024-04-28,organic,IN
U01252,2024-06-12,organic,US
U01253,2024-03-06,referral,AE
U01254,2024-04-27,organic,AE
U01255,2024-03-06,paid_ads,IN
U01256,2024-06-19,referral,SG
U01257,2024-01-03,paid_ads,IN
U01258,2024-04-29,social,US
U01259,2024-03-14,paid_ads,IN
U01260,2024-06-22,referral,SG
U01261,2024-05-19,referral,US
U01262,2024-02-10,referral,SG
U01263,2024-01-19,organic,IN
U01264,2024-04-23,paid_ads,IN
U01265,2024-03-29,referral,AE
U01266,2024-05-30,organic,IN
U01267,2024-03-17,paid_ads,US
U01268,2024-06-12,referral,SG
U01269,2024-04-18,paid_ads,US
U01270,2024-06-25,organic,US
U01271,2024-03-05,organic,AE
U01272,2024-04-26,paid_ads,IN
U01273,2024-03-18,social,US
U01274,2024-02-20,social,US
U01275,2024-04-08,referral,SG
U01276,2024-05-03,social,SG
U01277,2024-01-28,paid_ads,US
U01278,2024-03-01,paid_ads,US
U01279,2024-04-07,referral,AE
U01280,2024-05-26,organic,IN
U01281,2024-04-01,organic,AE
U01282,2024-05-27,referral,US
U01283,2024-03-16,paid_ads,IN
U01284,2024-06-28,organic,US
U01285,2024-03-16,paid_ads,SG
U01286,2024-01-06,organic,AE
U01287,2024-06-17,organic,SG
U01288,2024-04-11,organic,US
U01289,2024-03-11,social,IN
U01290,2024-01-03,social,IN
U01291,2024-05-24,organic,IN
U01292,2024-06-24,paid_ads,AE
U01293,2024-01-13,paid_ads,US
U01294,2024-06-04,paid_ads,IN
U01295,2024-05-07,paid_ads,IN
U01296,2024-03-14,organic,IN
U01297,2024-02-28,organic,US
U01298,2024-06-04,organic,IN
U01299,2024-03-31,organic,AE
U01300,2024-02-26,social,IN
U01301,2024-06-11,paid_ads,IN
U01302,2024-02-18,paid_ads,IN
U01303,2024-06-07,paid_ads,IN
U01304,2024-03-05,referral,SG
U01305,2024-06-22,organic,IN
U01306,2024-06-17,organic,US
U01307,2024-06-23,organic,IN
U01308,2024-02-05,paid_ads,US
U01309,2024-06-09,organic,IN
U01310,2024-01-25,paid_ads,IN
U01311,2024-06-09,referral,IN
U01312,2024-06-14,paid_ads,IN
U01313,2024-01-11,organic,SG
U01314,2024-03-20,referral,IN
U01315,2024-04-22,referral,US
U01316,2024-01-09,organic,US
U01317,2024-05-28,organic,IN
U01318,2024-04-03,referral,IN
U01319,2024-02-03,social,IN
U01320,2024-01-24,social,IN
U01321,2024-03-16,social,US
U01322,2024-03-24,organic,IN
U01323,2024-04-16,paid_ads,IN
U01324,2024-02-14,organic,IN
U01325,2024-02-21,organic,SG
U01326,2024-02-03,organic,IN
U01327,2024-05-18,social,SG
U01328,2024-04-03,referral,IN
U01329,2024-05-15,paid_ads,IN
U01330,2024-05-08,paid_ads,IN
U01331,2024-03-10,social,IN
U01332,2024-02-12,social,US
U01333,2024-03-06,referral,IN
U01334,2024-05-03,paid_ads,US
U01335,2024-03-16,paid_ads,US
U01336,2024-03-27,paid_ads,IN
U01337,2024-01-30,paid_ads,AE
U01338,2024-04-29,referral,IN
U01339,2024-01-20,social,IN
U01340,2024-02-06,referral,AE
U01341,2024-02-27,referral,IN
U01342,2024-06-22,paid_ads,IN
U01343,2024-06-21,paid_ads,IN
U01344,2024-04-11,organic,US
U01345,2024-05-22,organic,AE
U01346,2024-04-03,referral,IN
U01347,2024-01-24,social,AE
U01348,2024-04-11,social,US
U01349,2024-01-04,organic,US
U01350,2024-03-08,referral,IN
U01351,2024-05-17,social,IN
U01352,2024-02-01,organic,US
U01353,2024-04-26,referral,US
U01354,2024-04-04,paid_ads,IN
U01355,2024-06-21,social,AE
U01356,2024-06-21,organic,IN
U01357,2024-03-08,referral,SG
U01358,2024-05-29,social,US
U01359,2024-04-07,paid_ads,AE
U01360,2024-06-12,organic,IN
U01361,2024-04-05,organic,SG
U01362,2024-01-28,organic,IN
U01363,2024-06-21,social,AE
U01364,2024-02-29,paid_ads,US
U01365,2024-04-30,social,IN
U01366,2024-01-07,referral,SG
U01367,2024-06-07,paid_ads,US
U01368,2024-05-23,organic,US
U01369,2024-03-24,referral,IN
U01370,2024-06-05,organic,US
U01371,2024-02-26,referral,US
U01372,2024-06-14,social,US
U01373,2024-01-17,referral,US
U01374,2024-06-11,referral,SG
U01375,2024-04-28,organic,IN
U01376,2024-06-28,organic,IN
U01377,2024-03-18,referral,SG
U01378,2024-06-15,social,IN
U01379,2024-04-14,social,US
U01380,2024-01-30,social,IN
U01381,2024-02-05,organic,US
U01382,2024-01-12,organic,IN
U01383,2024-01-10,paid_ads,IN
U01384,2024-03-18,paid_ads,SG
U01385,2024-05-06,organic,AE
U01386,2024-01-30,paid_ads,SG
U01387,2024-01-25,organic,IN
U01388,2024-03-01,paid_ads,AE
U01389,2024-05-17,paid_ads,SG
U01390,2024-02-04,organic,IN
U01391,2024-04-09,paid_ads,AE
U01392,2024-04-26,paid_ads,AE
U01393,2024-04-04,social,IN
U01394,2024-06-20,paid_ads,IN
U01395,2024-06-27,organic,IN
U01396,2024-05-18,referral,SG
U01397,2024-04-17,organic,IN
U01398,2024-05-30,organic,IN
U01399,2024-02-09,organic,US
U01400,2024-04-16,social,IN
U01401,2024-06-16,social,IN
U01402,2024-01-26,organic,IN
U01403,2024-05-05,organic,IN
U01404,2024-06-06,paid_ads,IN
U01405,2024-04-14,organic,US
U01406,2024-03-12,organic,US
U01407,2024-01-09,paid_ads,IN
U01408,2024-06-25,social,IN
U01409,2024-04-04,organic,US
U01410,2024-02-25,organic,IN
U01411,2024-04-23,social,SG
U01412,2024-04-23,social,IN
U01413,2024-03-01,organic,US
U01414,2024-04-02,paid_ads,SG
U01415,2024-01-26,organic,IN
U01416,2024-06-24,referral,IN
U01417,2024-04-04,referral,AE
U01418,2024-05-19,paid_ads,IN
U01419,2024-06-14,paid_ads,IN
U01420,2024-04-01,referral,IN
U01421,2024-01-16,organic,IN
U01422,2024-04-11,paid_ads,SG
U01423,2024-03-11,referral,US
U01424,2024-02-18,referral,AE
U01425,2024-02-01,paid_ads,IN
U01426,2024-04-26,organic,US
U01427,2024-01-24,social,AE
U01428,2024-06-18,organic,SG
U01429,2024-02-24,paid_ads,US
U01430,2024-06-13,paid_ads,IN
U01431,2024-06-12,organic,IN
U01432,2024-06-01,organic,SG
U01433,2024-01-06,organic,US
U01434,2024-01-13,organic,IN
U01435,2024-03-26,organic,AE
U01436,2024-03-03,organic,AE
U01437,2024-02-02,referral,SG
U01438,2024-05-24,paid_ads,IN
U01439,2024-02-22,organic,US
U01440,2024-01-18,organic,AE
U01441,2024-05-21,organic,US
U01442,2024-02-23,social,IN
U01443,2024-05-30,organic,US
U01444,2024-02-25,organic,IN
U01445,2024-02-29,paid_ads,IN
U01446,2024-03-25,paid_ads,IN
U01447,2024-02-07,referral,US
U01448,2024-06-01,referral,IN
U01449,2024-01-01,social,SG
U01450,2024-03-11,paid_ads,IN
U01451,2024-02-07,referral,SG
U01452,2024-02-03,organic,IN
U01453,2024-05-18,paid_ads,IN
U01454,2024-03-05,organic,AE
U01455,2024-02-14,social,IN
U01456,2024-01-29,paid_ads,IN
U01457,2024-06-18,paid_ads,US
U01458,2024-01-07,paid_ads,IN
U01459,2024-02-03,organic,US
U01460,2024-01-04,referral,US
U01461,2024-04-01,organic,IN
U01462,2024-03-01,social,US
U01463,2024-05-30,organic,US
U01464,2024-03-23,referral,AE
U01465,2024-01-05,organic,US
U01466,2024-02-14,organic,AE
U01467,2024-03-08,organic,AE
U01468,2024-01-14,referral,US
U01469,2024-02-02,social,IN
U01470,2024-04-17,referral,IN
U01471,2024-05-14,organic,IN
U01472,2024-01-30,paid_ads,AE
U01473,2024-01-17,paid_ads,IN
U01474,2024-05-01,paid_ads,IN
U01475,2024-04-24,paid_ads,SG
U01476,2024-04-02,referral,IN
U01477,2024-05-11,paid_ads,SG
U01478,2024-05-31,organic,AE
U01479,2024-01-28,referral,IN
U01480,2024-04-25,paid_ads,IN
U01481,2024-05-08,social,SG
U01482,2024-02-26,paid_ads,US
U01483,2024-06-06,referral,US
U01484,2024-01-12,paid_ads,SG
U01485,2024-06-17,referral,SG
U01486,2024-05-13,paid_ads,IN
U01487,2024-03-18,social,IN
U01488,2024-04-27,organic,IN
U01489,2024-06-13,organic,SG
U01490,2024-01-08,organic,AE
U01491,2024-01-16,organic,AE
U01492,2024-05-02,referral,IN
U01493,2024-04-12,paid_ads,IN
U01494,2024-04-19,paid_ads,SG
U01495,2024-06-24,organic,IN
U01496,2024-01-28,paid_ads,IN
U01497,2024-05-05,referral,IN
U01498,2024-04-23,organic,IN
U01499,2024-01-19,organic,IN
U01500,2024-01-21,paid_ads,SG
U01501,2024-03-23,organic,AE
U01502,2024-06-04,paid_ads,IN
U01503,2024-02-07,paid_ads,AE
U01504,2024-01-17,organic,IN
U01505,2024-02-02,organic,SG
U01506,2024-03-11,organic,IN
U01507,2024-06-08,referral,US
U01508,2024-06-11,paid_ads,IN
U01509,2024-05-29,organic,US
U01510,2024-05-20,organic,IN
U01511,2024-03-24,referral,IN
U01512,2024-04-07,referral,IN
U01513,2024-06-01,social,IN
U01514,2024-05-15,paid_ads,IN
U01515,2024-03-16,organic,SG
U01516,2024-04-26,paid_ads,US
U01517,2024-05-09,social,IN
U01518,2024-06-03,referral,IN
U01519,2024-04-20,referral,US
U01520,2024-01-26,organic,AE
U01521,2024-06-28,organic,IN
U01522,2024-01-30,organic,IN
U01523,2024-06-16,referral,AE
U01524,2024-06-15,social,IN
U01525,2024-05-21,social,IN
U01526,2024-02-25,referral,IN
U01527,2024-04-20,paid_ads,IN
U01528,2024-04-25,social,SG
U01529,2024-02-28,organic,SG
U01530,2024-04-15,referral,US
U01531,2024-03-27,referral,IN
U01532,2024-04-26,paid_ads,SG
U01533,2024-04-12,referral,AE
U01534,2024-04-16,organic,IN
U01535,2024-01-25,referral,IN
U01536,2024-03-21,organic,IN
U01537,2024-04-19,social,IN
U01538,2024-03-21,paid_ads,IN
U01539,2024-06-19,organic,IN
U01540,2024-03-06,organic,US
U01541,2024-04-05,paid_ads,AE
U01542,2024-02-09,organic,AE
U01543,2024-06-24,referral,IN
U01544,2024-05-01,referral,IN
U01545,2024-01-18,organic,US
U01546,2024-01-24,paid_ads,US
U01547,2024-01-22,organic,IN
U01548,2024-01-24,organic,AE
U01549,2024-04-20,paid_ads,IN
U01550,2024-01-25,organic,SG
U01551,2024-04-05,social,SG
U01552,2024-02-03,paid_ads,AE
U01553,2024-05-22,organic,AE
U01554,2024-01-16,organic,IN
U01555,2024-05-30,social,IN
U01556,2024-05-23,referral,IN
U01557,2024-05-23,paid_ads,US
U01558,2024-03-25,organic,AE
U01559,2024-06-20,referral,IN
U01560,2024-02-01,organic,AE
U01561,2024-04-15,referral,IN
U01562,2024-03-31,organic,US
U01563,2024-06-19,organic,IN
U01564,2024-04-18,organic,IN
U01565,2024-01-14,referral,IN
U01566,2024-03-14,paid_ads,AE
U01567,2024-06-02,social,IN
U01568,2024-03-20,organic,IN
U01569,2024-03-31,organic,AE
U01570,2024-01-27,referral,SG
U01571,2024-05-27,social,US
U01572,2024-05-09,organic,IN
U01573,2024-02-24,organic,US
U01574,2024-02-09,paid_ads,IN
U01575,2024-06-17,organic,SG
U01576,2024-05-03,social,SG
U01577,2024-02-27,referral,IN
U01578,2024-01-28,social,IN
U01579,2024-03-30,organic,IN
U01580,2024-05-22,organic,SG
U01581,2024-04-04,referral,AE
U01582,2024-01-30,social,IN
U01583,2024-03-12,organic,SG
U01584,2024-05-26,organic,IN
U01585,2024-02-27,organic,US
U01586,2024-04-19,paid_ads,IN
U01587,2024-05-23,social,AE
U01588,2024-06-08,organic,IN
U01589,2024-06-06,social,AE
U01590,2024-06-21,organic,IN
U01591,2024-06-13,paid_ads,IN
U01592,2024-05-22,paid_ads,IN
U01593,2024-01-07,organic,IN
U01594,2024-06-04,paid_ads,IN
U01595,2024-06-17,paid_ads,IN
U01596,2024-06-26,organic,US
U01597,2024-03-09,organic,US
U01598,2024-01-08,organic,US
