txn_id,user_id,amount,txn_timestamp,hour_of_day,status
T001747,U01327,1140.86,2024-05-21 14:00:00,14,success
T001748,U01327,5861.36,2024-05-28 14:00:00,14,success
T001749,U01327,2293.05,2024-06-08 14:00:00,14,success
T001750,U01328,2536.29,2024-04-04 08:00:00,8,success
T001751,U01328,2394.85,2024-04-08 08:00:00,8,failed
T001752,U01328,4846.14,2024-04-12 08:00:00,8,success
T001753,U01328,1386.3,2024-04-19 08:00:00,8,success
T001754,U01328,4107.51,2024-04-16 08:00:00,8,success
T001755,U01328,4388.17,2024-04-14 08:00:00,8,success
T001756,U01328,1235.84,2024-05-04 08:00:00,8,success
T001757,U01328,3151.5,2024-04-11 08:00:00,8,success
T001758,U01329,2250.4,2024-05-17 18:00:00,18,success
T001759,U01330,2297.24,2024-05-10 03:00:00,3,success
T001760,U01330,672.56,2024-05-17 03:00:00,3,success
T001761,U01331,5649.5,2024-03-13 02:00:00,2,success
T001762,U01331,2416.02,2024-03-18 02:00:00,2,failed
T001763,U01331,1971.74,2024-03-25 02:00:00,2,success
T001764,U01334,2827.71,2024-05-05 14:00:00,14,pending
T001765,U01334,1285.49,2024-05-07 14:00:00,14,success
T001766,U01334,1388.07,2024-05-25 14:00:00,14,success
T001767,U01334,2461.5,2024-05-17 14:00:00,14,success
T001768,U01334,589.65,2024-05-25 14:00:00,14,success
T001769,U01334,2514.86,2024-05-30 14:00:00,14,pending
T001770,U01334,4218.28,2024-05-17 14:00:00,14,success
T001771,U01337,4612.7,2024-02-01 11:00:00,11,success
T001772,U01337,1766.04,2024-02-02 11:00:00,11,success
T001773,U01337,783.48,2024-02-05 11:00:00,11,success
T001774,U01339,3372.98,2024-01-22 12:00:00,12,success
T001775,U01339,4697.59,2024-01-25 12:00:00,12,success
T001776,U01339,5410.94,2024-02-03 12:00:00,12,success
T001777,U01339,5483.65,2024-01-25 12:00:00,12,success
T001778,U01339,1280.86,2024-02-19 12:00:00,12,success
T001779,U01343,4492.56,2024-06-23 17:00:00,17,success
T001780,U01343,3674.12,2024-07-02 17:00:00,17,success
T001781,U01343,2590.48,2024-07-13 17:00:00,17,success
T001782,U01343,2028.43,2024-07-11 17:00:00,17,success
T001783,U01343,2042.83,2024-07-13 17:00:00,17,success
T001784,U01343,6908.3,2024-07-28 17:00:00,17,success
T001785,U01343,3409.34,2024-08-04 17:00:00,17,success
T001786,U01344,1616.27,2024-04-14 10:00:00,10,failed
T001787,U01344,5183.11,2024-04-23 10:00:00,10,success
T001788,U01344,5517.6,2024-04-18 10:00:00,10,success
T001789,U01344,3282.97,2024-05-08 10:00:00,10,success
T001790,U01344,5102.46,2024-05-08 10:00:00,10,success
T001791,U01344,733.06,2024-04-29 10:00:00,10,success
T001792,U01345,2379.51,2024-05-25 14:00:00,14,success
T001793,U01346,4585.98,2024-04-05 13:00:00,13,success
T001794,U01347,4632.69,2024-01-27 12:00:00,12,success
T001795,U01349,2544.5,2024-01-07 08:00:00,8,success
T001796,U01350,2201.93,2024-03-08 21:00:00,21,success
T001797,U01350,2688.24,2024-03-10 21:00:00,21,success
T001798,U01350,2135.77,2024-03-18 21:00:00,21,success
T001799,U01352,2410.23,2024-02-04 20:00:00,20,success
T001800,U01352,4146.41,2024-02-07 20:00:00,20,success
T001801,U01352,4938.4,2024-02-14 20:00:00,20,success
T001802,U01352,5611.65,2024-02-13 20:00:00,20,success
T001803,U01352,1377.04,2024-02-20 20:00:00,20,success
T001804,U01352,6721.78,2024-02-09 20:00:00,20,success
T001805,U01352,795.08,2024-02-28 20:00:00,20,success
T001806,U01352,4365.52,2024-03-03 20:00:00,20,success
T001807,U01356,5481.74,2024-06-22 21:00:00,21,success
T001808,U01359,3857.04,2024-04-10 02:00:00,2,success
T001809,U01359,6329.72,2024-04-17 02:00:00,2,success
T001810,U01359,4727.07,2024-04-22 02:00:00,2,success
T001811,U01359,4496.51,2024-05-01 02:00:00,2,success
T001812,U01359,5718.94,2024-05-12 02:00:00,2,success
T001813,U01359,1488.38,2024-05-20 02:00:00,2,pending
T001814,U01359,3210.63,2024-05-04 02:00:00,2,success
T001815,U01359,4343.62,2024-05-08 02:00:00,2,success
T001816,U01362,3878.88,2024-01-31 18:00:00,18,success
T001817,U01363,4645.09,2024-06-22 11:00:00,11,success
T001818,U01363,568.07,2024-07-01 11:00:00,11,success
T001819,U01363,3767.19,2024-07-04 11:00:00,11,success
T001820,U01363,2832.95,2024-07-04 11:00:00,11,success
T001821,U01363,3031.05,2024-06-30 11:00:00,11,success
T001822,U01364,6100.4,2024-03-02 19:00:00,19,success
T001823,U01364,3246.54,2024-03-07 19:00:00,19,success
T001824,U01364,5945.24,2024-03-04 19:00:00,19,success
T001825,U01364,6175.37,2024-03-20 19:00:00,19,success
T001826,U01364,4977.16,2024-03-26 19:00:00,19,success
T001827,U01364,722.33,2024-04-11 19:00:00,19,success
T001828,U01364,3519.31,2024-03-20 19:00:00,19,failed
T001829,U01365,2841.83,2024-05-02 16:00:00,16,success
T001830,U01371,643.39,2024-02-28 07:00:00,7,success
T001831,U01371,6883.52,2024-03-07 07:00:00,7,failed
T001832,U01372,4523.97,2024-06-16 12:00:00,12,failed
T001833,U01372,1436.71,2024-06-24 12:00:00,12,success
T001834,U01374,5903.06,2024-06-12 20:00:00,20,failed
T001835,U01375,2727.19,2024-04-30 01:00:00,1,success
T001836,U01378,2576.59,2024-06-16 19:00:00,19,success
T001837,U01378,782.09,2024-06-21 19:00:00,19,success
T001838,U01379,863.18,2024-04-16 02:00:00,2,success
T001839,U01379,501.87,2024-04-26 02:00:00,2,success
T001840,U01379,3907.92,2024-04-18 02:00:00,2,success
T001841,U01379,4866.79,2024-04-25 02:00:00,2,success
T001842,U01379,3335.89,2024-05-14 02:00:00,2,failed
T001843,U01379,4723.32,2024-05-21 02:00:00,2,pending
T001844,U01379,1735.64,2024-05-28 02:00:00,2,success
T001845,U01381,1489.44,2024-02-08 04:00:00,4,success
T001846,U01381,1108.3,2024-02-14 04:00:00,4,success
T001847,U01384,6708.31,2024-03-21 10:00:00,10,failed
T001848,U01384,732.54,2024-03-25 10:00:00,10,success
T001849,U01390,2093.6,2024-02-04 19:00:00,19,success
T001850,U01390,6931.77,2024-02-07 19:00:00,19,failed
T001851,U01393,5786.23,2024-04-07 17:00:00,17,success
T001852,U01393,1705.06,2024-04-14 17:00:00,17,failed
T001853,U01404,2569.62,2024-06-07 07:00:00,7,success
T001854,U01404,3791.63,2024-06-11 07:00:00,7,success
T001855,U01404,5358.76,2024-06-17 07:00:00,7,pending
T001856,U01404,3098.91,2024-07-01 07:00:00,7,success
T001857,U01404,4817.26,2024-06-11 07:00:00,7,success
T001858,U01404,4484.96,2024-07-17 07:00:00,7,success
T001859,U01409,1442.63,2024-04-06 16:00:00,16,success
T001860,U01410,5779.81,2024-02-27 20:00:00,20,success
T001861,U01413,4144.78,2024-03-02 12:00:00,12,success
T001862,U01413,3448.86,2024-03-03 12:00:00,12,success
T001863,U01413,1721.41,2024-03-14 12:00:00,12,success
T001864,U01413,2927.09,2024-03-23 12:00:00,12,success
T001865,U01413,595.8,2024-03-26 12:00:00,12,success
T001866,U01413,3605.36,2024-03-22 12:00:00,12,success
T001867,U01413,4646.06,2024-05-01 12:00:00,12,success
T001868,U01414,5950.78,2024-04-04 21:00:00,21,success
T001869,U01414,5493.99,2024-04-14 21:00:00,21,success
T001870,U01414,5981.8,2024-04-24 21:00:00,21,success
T001871,U01414,4034.3,2024-04-28 21:00:00,21,success
T001872,U01414,2681.28,2024-05-02 21:00:00,21,success
T001873,U01414,4089.7,2024-04-09 21:00:00,21,success
T001874,U01416,1919.66,2024-06-27 19:00:00,19,success
T001875,U01416,2361.55,2024-06-28 19:00:00,19,success
T001876,U01416,864.06,2024-07-03 19:00:00,19,success
T001877,U01416,713.51,2024-06-30 19:00:00,19,success
T001878,U01416,2901.94,2024-07-29 19:00:00,19,success
T001879,U01416,1974.62,2024-07-27 19:00:00,19,success
T001880,U01416,3435.25,2024-08-26 19:00:00,19,success
T001881,U01416,6675.41,2024-07-11 19:00:00,19,success
T001882,U01420,1208.21,2024-04-03 18:00:00,18,success
T001883,U01420,5867.23,2024-04-06 18:00:00,18,success
T001884,U01420,1912.49,2024-04-05 18:00:00,18,success
T001885,U01421,3690.61,2024-01-17 17:00:00,17,failed
T001886,U01422,3583.21,2024-04-12 00:00:00,0,success
T001887,U01423,3869.07,2024-03-13 04:00:00,4,success
T001888,U01423,3611.19,2024-03-14 04:00:00,4,success
T001889,U01423,5562.17,2024-03-17 04:00:00,4,success
T001890,U01423,6242.37,2024-03-28 04:00:00,4,success
T001891,U01423,4004.79,2024-04-06 04:00:00,4,failed
T001892,U01423,1541.29,2024-03-28 04:00:00,4,success
T001893,U01425,503.56,2024-02-04 07:00:00,7,success
T001894,U01433,4551.35,2024-01-09 13:00:00,13,pending
T001895,U01433,2803.1,2024-01-15 13:00:00,13,failed
T001896,U01438,2532.2,2024-05-27 08:00:00,8,success
T001897,U01438,4711.98,2024-06-04 08:00:00,8,success
T001898,U01438,1733.42,2024-06-14 08:00:00,8,pending
T001899,U01438,3677.75,2024-06-11 08:00:00,8,success
T001900,U01438,2424.79,2024-07-06 08:00:00,8,success
T001901,U01439,1870.11,2024-02-25 03:00:00,3,success
T001902,U01439,2209.24,2024-03-04 03:00:00,3,success
T001903,U01439,2710.91,2024-03-16 03:00:00,3,success
T001904,U01442,4987.24,2024-02-26 22:00:00,22,success
T001905,U01442,3144.58,2024-02-28 22:00:00,22,failed
T001906,U01442,2114.69,2024-02-28 22:00:00,22,success
T001907,U01442,4836.5,2024-03-09 22:00:00,22,success
T001908,U01442,1329.05,2024-03-01 22:00:00,22,success
T001909,U01442,6255.62,2024-03-02 22:00:00,22,success
T001910,U01442,4976.98,2024-03-03 22:00:00,22,success
T001911,U01442,2912.23,2024-03-11 22:00:00,22,pending
T001912,U01444,4756.92,2024-02-28 00:00:00,0,success
T001913,U01447,1065.11,2024-02-11 04:00:00,4,success
T001914,U01447,5221.71,2024-02-19 04:00:00,4,success
T001915,U01447,6776.36,2024-02-15 04:00:00,4,success
T001916,U01447,3330.24,2024-02-29 04:00:00,4,success
T001917,U01447,912.32,2024-03-18 04:00:00,4,success
T001918,U01447,4588.99,2024-04-01 04:00:00,4,success
T001919,U01447,5331.2,2024-03-24 04:00:00,4,success
T001920,U01454,4868.33,2024-03-07 12:00:00,12,success
T001921,U01454,6559.77,2024-03-11 12:00:00,12,success
T001922,U01454,3375.07,2024-03-19 12:00:00,12,success
T001923,U01454,4274.79,2024-03-19 12:00:00,12,success
T001924,U01457,3615.73,2024-06-20 16:00:00,16,failed
T001925,U01457,3330.48,2024-06-28 16:00:00,16,success
T001926,U01457,1613.33,2024-06-28 16:00:00,16,failed
T001927,U01457,3373.75,2024-07-05 16:00:00,16,success
T001928,U01460,1806.04,2024-01-05 16:00:00,16,success
T001929,U01460,2598.95,2024-01-12 16:00:00,16,success
T001930,U01464,2188.42,2024-03-25 01:00:00,1,success
T001931,U01464,5231.17,2024-04-02 01:00:00,1,success
T001932,U01464,969.12,2024-04-14 01:00:00,1,success
T001933,U01467,2666.67,2024-03-10 01:00:00,1,success
T001934,U01467,3459.89,2024-03-13 01:00:00,1,failed
T001935,U01467,6525.37,2024-03-18 01:00:00,1,success
T001936,U01467,5541.85,2024-03-16 01:00:00,1,success
T001937,U01467,3235.29,2024-04-11 01:00:00,1,success
T001938,U01467,3302.94,2024-04-04 01:00:00,1,pending
T001939,U01470,6920.07,2024-04-18 11:00:00,11,success
T001940,U01471,1080.76,2024-05-17 03:00:00,3,success
T001941,U01473,3951.08,2024-01-18 23:00:00,23,success
T001942,U01473,3297.01,2024-01-20 23:00:00,23,success
T001943,U01473,3035.45,2024-02-03 23:00:00,23,success
T001944,U01473,3040.87,2024-01-30 23:00:00,23,success
T001945,U01473,2571.55,2024-02-23 23:00:00,23,success
T001946,U01473,883.74,2024-02-27 23:00:00,23,success
T001947,U01474,4641.38,2024-05-04 20:00:00,20,success
T001948,U01474,2336.84,2024-05-12 20:00:00,20,success
T001949,U01474,6716.48,2024-05-22 20:00:00,20,success
T001950,U01474,2668.14,2024-05-25 20:00:00,20,success
T001951,U01475,4898.89,2024-04-25 11:00:00,11,success
T001952,U01475,2729.31,2024-05-03 11:00:00,11,success
T001953,U01475,2502.75,2024-05-03 11:00:00,11,success
T001954,U01475,2130.39,2024-05-04 11:00:00,11,success
T001955,U01479,2241.06,2024-01-31 03:00:00,3,success
T001956,U01479,4131.17,2024-02-04 03:00:00,3,success
T001957,U01479,4233.75,2024-02-16 03:00:00,3,success
T001958,U01479,944.18,2024-02-06 03:00:00,3,success
T001959,U01479,646.71,2024-03-11 03:00:00,3,success
T001960,U01479,3056.78,2024-03-11 03:00:00,3,success
T001961,U01479,4227.41,2024-02-12 03:00:00,3,success
T001962,U01479,1910.22,2024-02-28 03:00:00,3,success
T001963,U01484,3695.14,2024-01-14 14:00:00,14,success
T001964,U01488,830.69,2024-05-01 15:00:00,15,failed
T001965,U01492,2233.29,2024-05-03 09:00:00,9,success
T001966,U01492,5952.95,2024-05-09 09:00:00,9,success
T001967,U01492,3540.63,2024-05-23 09:00:00,9,success
T001968,U01492,1635.84,2024-06-02 09:00:00,9,failed
T001969,U01492,629.58,2024-05-07 09:00:00,9,success
T001970,U01496,1219.88,2024-02-01 07:00:00,7,success
T001971,U01496,1676.41,2024-02-02 07:00:00,7,success
T001972,U01496,1966.07,2024-02-21 07:00:00,7,success
T001973,U01496,4259.78,2024-02-04 07:00:00,7,success
T001974,U01496,5874.99,2024-02-21 07:00:00,7,success
T001975,U01496,1082.73,2024-03-17 07:00:00,7,success
T001976,U01496,6234.99,2024-02-19 07:00:00,7,success
T001977,U01496,696.87,2024-02-22 07:00:00,7,success
T001978,U01497,4351.57,2024-05-05 21:00:00,21,success
T001979,U01497,6136.95,2024-05-07 21:00:00,21,success
T001980,U01501,5103.72,2024-03-24 05:00:00,5,success
T001981,U01504,1191.99,2024-01-21 05:00:00,5,pending
T001982,U01504,3333.33,2024-01-30 05:00:00,5,success
T001983,U01504,5461.28,2024-01-27 05:00:00,5,success
T001984,U01504,6905.79,2024-02-14 05:00:00,5,success
T001985,U01505,1265.25,2024-02-06 00:00:00,0,success
T001986,U01505,4751.42,2024-02-16 00:00:00,0,success
T001987,U01505,1135.29,2024-02-10 00:00:00,0,success
T001988,U01505,4964.6,2024-02-12 00:00:00,0,success
T001989,U01505,3555.34,2024-02-10 00:00:00,0,success
T001990,U01505,1249.98,2024-02-21 00:00:00,0,success
T001991,U01505,5875.49,2024-04-06 00:00:00,0,success
T001992,U01505,1994.6,2024-04-09 00:00:00,0,success
T001993,U01506,1755.21,2024-03-13 00:00:00,0,failed
T001994,U01509,4530.44,2024-06-01 09:00:00,9,success
T001995,U01509,1711.99,2024-06-09 09:00:00,9,success
T001996,U01509,4539.06,2024-06-21 09:00:00,9,success
T001997,U01510,6622.92,2024-05-20 20:00:00,20,success
T001998,U01511,2549.93,2024-03-25 07:00:00,7,pending
T001999,U01512,1681.45,2024-04-10 06:00:00,6,success
T002000,U01515,938.51,2024-03-19 00:00:00,0,success
T002001,U01518,2723.43,2024-06-07 10:00:00,10,failed
T002002,U01518,816.87,2024-06-15 10:00:00,10,success
T002003,U01518,1723.43,2024-06-27 10:00:00,10,success
T002004,U01518,4438.61,2024-06-10 10:00:00,10,success
T002005,U01518,3400.15,2024-07-17 10:00:00,10,success
T002006,U01518,1341.96,2024-06-22 10:00:00,10,success
T002007,U01518,3787.68,2024-07-31 10:00:00,10,success
T002008,U01519,6060.1,2024-04-21 18:00:00,18,failed
T002009,U01521,4243.27,2024-06-29 20:00:00,20,success
T002010,U01521,3681.2,2024-07-01 20:00:00,20,success
T002011,U01523,5634.17,2024-06-17 21:00:00,21,success
T002012,U01523,2403.83,2024-06-25 21:00:00,21,success
T002013,U01523,4330.8,2024-06-19 21:00:00,21,success
T002014,U01523,4181.55,2024-06-26 21:00:00,21,success
T002015,U01524,4281.31,2024-06-18 05:00:00,5,pending
T002016,U01524,4942.81,2024-06-26 05:00:00,5,success
T002017,U01524,601.27,2024-07-06 05:00:00,5,success
T002018,U01524,6391.69,2024-06-21 05:00:00,5,success
T002019,U01524,3459.18,2024-07-04 05:00:00,5,pending
T002020,U01525,1625.21,2024-05-24 05:00:00,5,failed
T002021,U01526,5861.47,2024-02-27 13:00:00,13,success
T002022,U01526,2397.51,2024-03-04 13:00:00,13,success
T002023,U01526,5853.09,2024-03-16 13:00:00,13,success
T002024,U01530,4815.86,2024-04-17 04:00:00,4,success
T002025,U01530,1659.78,2024-04-21 04:00:00,4,success
T002026,U01532,4766.79,2024-04-27 22:00:00,22,success
T002027,U01532,4973.82,2024-05-05 22:00:00,22,success
T002028,U01532,1431.36,2024-05-09 22:00:00,22,success
T002029,U01532,6346.53,2024-05-18 22:00:00,22,success
T002030,U01536,2642.07,2024-03-23 19:00:00,19,success
T002031,U01537,2117.93,2024-04-21 10:00:00,10,pending
T002032,U01537,4269.37,2024-04-29 10:00:00,10,success
T002033,U01537,3133.93,2024-05-07 10:00:00,10,failed
T002034,U01537,2891.42,2024-04-24 10:00:00,10,success
T002035,U01537,3214.48,2024-05-03 10:00:00,10,failed
T002036,U01538,5052.0,2024-03-22 16:00:00,16,success
T002037,U01538,1883.28,2024-03-27 16:00:00,16,success
T002038,U01541,4189.87,2024-04-07 11:00:00,11,failed
T002039,U01544,4971.13,2024-05-03 20:00:00,20,success
T002040,U01544,2691.0,2024-05-04 20:00:00,20,success
T002041,U01544,6216.49,2024-05-19 20:00:00,20,success
T002042,U01546,4217.59,2024-01-26 06:00:00,6,pending
T002043,U01547,4320.38,2024-01-25 03:00:00,3,success
T002044,U01547,2950.55,2024-02-02 03:00:00,3,success
T002045,U01547,1956.98,2024-02-12 03:00:00,3,success
T002046,U01547,5265.72,2024-02-21 03:00:00,3,success
T002047,U01547,6796.77,2024-02-22 03:00:00,3,success
T002048,U01547,1894.46,2024-02-09 03:00:00,3,pending
T002049,U01547,983.26,2024-03-13 03:00:00,3,success
T002050,U01547,3252.82,2024-03-07 03:00:00,3,success
T002051,U01549,3501.76,2024-04-24 01:00:00,1,success
T002052,U01549,3359.46,2024-04-27 01:00:00,1,pending
T002053,U01549,738.13,2024-05-04 01:00:00,1,success
T002054,U01549,2772.33,2024-05-09 01:00:00,1,success
T002055,U01549,2670.72,2024-05-10 01:00:00,1,success
T002056,U01549,4337.38,2024-05-24 01:00:00,1,success
T002057,U01549,1459.94,2024-06-23 01:00:00,1,success
T002058,U01549,2137.87,2024-06-19 01:00:00,1,success
T002059,U01553,4252.24,2024-05-25 20:00:00,20,success
T002060,U01554,3493.27,2024-01-17 15:00:00,15,success
T002061,U01554,4580.79,2024-01-20 15:00:00,15,success
T002062,U01554,864.41,2024-02-02 15:00:00,15,success
T002063,U01554,2198.43,2024-01-23 15:00:00,15,success
T002064,U01554,5852.92,2024-02-18 15:00:00,15,success
T002065,U01554,4874.41,2024-02-11 15:00:00,15,success
T002066,U01555,1678.08,2024-06-01 12:00:00,12,success
T002067,U01556,3080.49,2024-05-24 15:00:00,15,success
T002068,U01556,1424.72,2024-05-29 15:00:00,15,success
T002069,U01556,6675.52,2024-06-09 15:00:00,15,success
T002070,U01556,2380.6,2024-06-05 15:00:00,15,success
T002071,U01557,2869.0,2024-05-24 14:00:00,14,success
T002072,U01557,6795.76,2024-06-01 14:00:00,14,success
T002073,U01557,1350.73,2024-05-26 14:00:00,14,success
T002074,U01557,1231.54,2024-06-14 14:00:00,14,success
T002075,U01557,3812.25,2024-06-25 14:00:00,14,success
T002076,U01557,1371.72,2024-05-29 14:00:00,14,success
T002077,U01557,2706.9,2024-07-05 14:00:00,14,success
T002078,U01558,6412.09,2024-03-27 01:00:00,1,pending
T002079,U01561,1858.97,2024-04-17 16:00:00,16,success
T002080,U01563,4740.97,2024-06-21 13:00:00,13,success
T002081,U01563,6187.1,2024-06-27 13:00:00,13,success
T002082,U01563,907.1,2024-06-27 13:00:00,13,success
T002083,U01563,6160.97,2024-07-18 13:00:00,13,success
T002084,U01566,1587.96,2024-03-18 15:00:00,15,success
T002085,U01567,5340.44,2024-06-05 17:00:00,17,success
T002086,U01568,4372.91,2024-03-23 18:00:00,18,success
T002087,U01568,5808.71,2024-03-26 18:00:00,18,success
T002088,U01568,6777.11,2024-03-25 18:00:00,18,success
T002089,U01568,2711.3,2024-04-10 18:00:00,18,success
T002090,U01572,4972.18,2024-05-12 00:00:00,0,success
T002091,U01574,1998.24,2024-02-13 07:00:00,7,failed
T002092,U01574,2814.46,2024-02-18 07:00:00,7,success
T002093,U01574,746.2,2024-02-19 07:00:00,7,success
T002094,U01574,6387.49,2024-03-08 07:00:00,7,success
T002095,U01574,700.12,2024-03-20 07:00:00,7,success
T002096,U01576,5931.62,2024-05-05 05:00:00,5,success
T002097,U01579,3315.25,2024-04-01 09:00:00,9,success
T002098,U01580,1436.27,2024-05-25 15:00:00,15,success
T002099,U01583,3241.81,2024-03-14 00:00:00,0,success
T002100,U01583,2728.94,2024-03-23 00:00:00,0,success
T002101,U01583,2967.92,2024-03-26 00:00:00,0,success
T002102,U01583,4730.92,2024-03-20 00:00:00,0,success
T002103,U01583,928.94,2024-04-07 00:00:00,0,success
T002104,U01584,4653.45,2024-05-27 04:00:00,4,success
T002105,U01590,1262.63,2024-06-23 08:00:00,8,success
T002106,U01590,4962.61,2024-06-26 08:00:00,8,success
T002107,U01590,1761.28,2024-07-09 08:00:00,8,success
T002108,U01590,4697.62,2024-07-11 08:00:00,8,success
T002109,U01595,3255.32,2024-06-18 17:00:00,17,success
T002110,U01598,519.21,2024-01-11 02:00:00,2,success
T002111,U01598,1108.42,2024-01-20 02:00:00,2,success
T002112,U01602,1024.47,2024-03-21 06:00:00,6,success
T002113,U01604,4076.19,2024-04-03 09:00:00,9,pending
T002114,U01604,3005.69,2024-04-07 09:00:00,9,success
T002115,U01604,3155.3,2024-04-11 09:00:00,9,success
T002116,U01604,4473.32,2024-04-12 09:00:00,9,success
T002117,U01604,5678.31,2024-05-05 09:00:00,9,success
T002118,U01604,2874.99,2024-04-08 09:00:00,9,success
T002119,U01604,4284.1,2024-04-27 09:00:00,9,failed
T002120,U01604,4881.17,2024-04-10 09:00:00,9,pending
T002121,U01605,4944.92,2024-01-04 01:00:00,1,success
T002122,U01605,4590.6,2024-01-09 01:00:00,1,success
T002123,U01605,569.84,2024-01-20 01:00:00,1,success
T002124,U01605,2736.42,2024-01-25 01:00:00,1,success
T002125,U01605,3864.21,2024-02-13 01:00:00,1,success
T002126,U01607,2286.07,2024-02-09 01:00:00,1,success
T002127,U01608,1731.97,2024-05-25 19:00:00,19,success
T002128,U01608,965.42,2024-05-28 19:00:00,19,success
T002129,U01608,3215.57,2024-05-27 19:00:00,19,success
T002130,U01608,1361.74,2024-06-24 19:00:00,19,success
T002131,U01608,6071.23,2024-06-22 19:00:00,19,success
T002132,U01608,5355.63,2024-06-04 19:00:00,19,success
T002133,U01608,2841.25,2024-06-18 19:00:00,19,success
T002134,U01608,6024.33,2024-06-08 19:00:00,19,pending
T002135,U01609,6848.25,2024-06-18 21:00:00,21,success
T002136,U01609,1385.51,2024-06-25 21:00:00,21,success
T002137,U01609,1693.61,2024-06-26 21:00:00,21,success
T002138,U01610,5209.37,2024-04-14 12:00:00,12,success
T002139,U01610,1840.76,2024-04-19 12:00:00,12,success
T002140,U01610,2509.64,2024-05-04 12:00:00,12,success
T002141,U01610,3982.99,2024-04-26 12:00:00,12,success
T002142,U01610,1515.3,2024-04-18 12:00:00,12,success
T002143,U01610,4853.55,2024-06-03 12:00:00,12,success
T002144,U01610,4736.37,2024-05-08 12:00:00,12,success
T002145,U01610,6571.74,2024-06-23 12:00:00,12,success
T002146,U01612,4879.3,2024-02-09 03:00:00,3,success
T002147,U01612,1327.07,2024-02-17 03:00:00,3,success
T002148,U01612,5332.09,2024-02-27 03:00:00,3,success
T002149,U01612,5536.03,2024-02-24 03:00:00,3,success
T002150,U01612,2562.67,2024-03-20 03:00:00,3,failed
T002151,U01612,6402.16,2024-02-29 03:00:00,3,success
T002152,U01612,3629.1,2024-03-04 03:00:00,3,success
T002153,U01612,6558.31,2024-03-29 03:00:00,3,success
T002154,U01614,6675.01,2024-01-09 20:00:00,20,failed
T002155,U01614,3365.35,2024-01-15 20:00:00,20,success
T002156,U01614,3354.8,2024-01-15 20:00:00,20,success
T002157,U01616,3404.73,2024-05-18 22:00:00,22,success
T002158,U01616,2723.88,2024-05-23 22:00:00,22,success
T002159,U01616,4304.79,2024-06-05 22:00:00,22,success
T002160,U01616,1931.54,2024-06-11 22:00:00,22,success
T002161,U01616,5054.62,2024-05-30 22:00:00,22,success
T002162,U01616,1684.06,2024-07-02 22:00:00,22,success
T002163,U01616,4442.25,2024-06-05 22:00:00,22,success
T002164,U01616,6660.7,2024-06-08 22:00:00,22,success
T002165,U01624,4038.66,2024-03-23 05:00:00,5,success
T002166,U01625,1729.04,2024-03-26 04:00:00,4,success
T002167,U01627,1610.65,2024-06-02 23:00:00,23,success
T002168,U01627,6129.32,2024-06-12 23:00:00,23,success
T002169,U01628,6227.92,2024-01-25 23:00:00,23,success
T002170,U01629,2662.45,2024-01-15 14:00:00,14,failed
T002171,U01629,1196.81,2024-01-18 14:00:00,14,success
T002172,U01629,618.27,2024-01-29 14:00:00,14,success
T002173,U01629,5149.26,2024-02-14 14:00:00,14,failed
T002174,U01631,3314.39,2024-02-14 14:00:00,14,success
T002175,U01631,1384.77,2024-02-24 14:00:00,14,failed
T002176,U01631,6515.81,2024-02-24 14:00:00,14,success
T002177,U01631,3773.33,2024-03-12 14:00:00,14,failed
T002178,U01631,3990.41,2024-03-01 14:00:00,14,success
T002179,U01631,4632.07,2024-04-04 14:00:00,14,success
T002180,U01631,2226.55,2024-04-14 14:00:00,14,success
T002181,U01633,3737.97,2024-01-15 05:00:00,5,success
T002182,U01633,4960.85,2024-01-16 05:00:00,5,success
T002183,U01633,1846.0,2024-01-31 05:00:00,5,success
T002184,U01633,3736.94,2024-01-27 05:00:00,5,success
T002185,U01633,3213.52,2024-01-23 05:00:00,5,success
T002186,U01633,3575.2,2024-02-09 05:00:00,5,success
T002187,U01633,4604.56,2024-02-20 05:00:00,5,success
T002188,U01639,2213.71,2024-04-19 04:00:00,4,success
T002189,U01639,2214.45,2024-04-28 04:00:00,4,success
T002190,U01639,4724.22,2024-04-25 04:00:00,4,failed
T002191,U01651,1520.18,2024-03-15 13:00:00,13,success
T002192,U01651,964.87,2024-03-20 13:00:00,13,success
T002193,U01654,4434.11,2024-06-02 12:00:00,12,success
T002194,U01655,1821.02,2024-05-05 22:00:00,22,success
T002195,U01656,2336.71,2024-05-18 08:00:00,8,success
T002196,U01656,4778.39,2024-05-27 08:00:00,8,success
T002197,U01661,3825.36,2024-04-13 14:00:00,14,success
T002198,U01663,1617.6,2024-01-17 01:00:00,1,success
T002199,U01667,4290.75,2024-02-26 13:00:00,13,success
T002200,U01667,1201.47,2024-03-01 13:00:00,13,success
T002201,U01667,3796.27,2024-03-07 13:00:00,13,success
T002202,U01667,1827.19,2024-03-18 13:00:00,13,success
T002203,U01668,4575.58,2024-02-06 00:00:00,0,success
T002204,U01668,2053.53,2024-02-10 00:00:00,0,failed
T002205,U01668,1454.51,2024-02-16 00:00:00,0,success
T002206,U01668,4711.46,2024-02-24 00:00:00,0,success
T002207,U01668,4519.64,2024-02-10 00:00:00,0,success
T002208,U01668,1338.51,2024-02-16 00:00:00,0,pending
T002209,U01668,3971.0,2024-02-24 00:00:00,0,success
T002210,U01668,4158.85,2024-04-02 00:00:00,0,success
T002211,U01669,3505.93,2024-03-09 05:00:00,5,success
